"id";"title";"sentence";"subject1";"subject2";"subject3";"subject_notsure";"suggested_subject";"type1";"type2";"type3";"type_notsure";"suggested_type"
"1182";"مسائل وجوانان و جوانان";"اگر روابط با نامحرم فقط از طريق نامه، تلفن، اينترنت و صرفا یک رابطه مجازی باشد، چه اشكالى دارد؟";"مذهبی";"روابط";;"0";;"نظر";;;"0";
"1183";"مسائل وجوانان و جوانان";"چگونه من دانشجو خودم باشم؟ واقعاً اين مسأله برايم معضل بزرگى شده است. لطفاً كتابى، نوشته ‌اى و... كه بتواند مرا راهنمايى كند، معرفى فرماييد. از وقتى وارد دانشگاه شدم، محيط مرا از خودم گرفته است و الان به جايى رسيده ‌ام كه ديگر خسته شده‌ ام، خواهشمندم راهنمايى ‌ام كنيد؟";"روانشناسی";;;"0";;"توضیح";;;"0";
"1184";"مسائل وجوانان و جوانان";"چگونه آينده‏اى مناسب را براى خود ترسيم كنيم؟";;;;"1";;"نظر";;;"0";
"1185";"مسائل وجوانان و جوانان";"چگونه مي ‏توان اراده ‏اي قوي براي پيمودن مراحل كمال، به دست آورد؟";;;;"1";;"توضیح";;;"0";
"1186";"مسائل وجوانان و جوانان";"مادرم مرا در انجام كارهاي خانه قبول ندارد، چگونه اطمينان او را جلب كنم؟";"روانشناسی";;;"0";;"پیشنهاد";;;"0";
"1187";"مسائل وجوانان و جوانان";"آيا كساني كه چپ دستند، از هوش بالاتري برخوردارند؟";"روانشناسی";;;"0";;"بله/خیر";;;"0";
"1188";"دوست و دوست یابی";"محبت و عشق ورزیدن از نظر اسلام چگونه است و آیا عشق مجازى مى‌تواند پلى براى رسیدن به حقیقت باشد؟";"مذهبی";;;"0";;"بله/خیر";;;"0";
"1189";"دوست و دوست یابی";"ما چگونه دوست خود را انتخاب كنيم و چگونه او را بشناسيم و چگونه بدانيم كه صحبت ها يش كه به ما مي گويد حقيقت دارد؟";"روابط";;;"0";;"توضیح";;;"0";
"1190";"دوست و دوست یابی";"آيا صحيح است كه يك فرد همه جور فردي را دوست داشته باشد و نسبت هيچ كس احساس نفرت نكند ؟ توضيح دهيد بهترين روش برخورد با انسانها چيست؟";"روابط";;;"0";;"توضیح";;;"0";
"1191";"دوست و دوست یابی";"اگر به كسي علاقه داشته باشيم و به او هديه بدهيم اما مطمئن نيستيم كه او نيز به من علاقه دارد يا نه چون واقعا مي گويند اگر به كسي علاقه داري اولين محبت تو به او هديه دادن است اما او هديه دادن را از تو دريغ كند چطور بفهمم كه من را دوست دارد يا نه؟";"روابط";;;"0";;"توضیح";;;"0";
"1192";"بیماری ها و روش درمان";"آیا بیمارى‌هاى روحى، صرفاً جنبه روانى دارند یا از بدن ناشى مى‌شوند؟ درمان بیمارى‌هاى روانى توسط روان پزشکان بر چه مبنایى انجام مى‌شود؟ و تأثیر و تأثر بین روح و بدن چگونه است؟";"سلامت";;;"0";;"توضیح";;;"0";
"1193";"تغذیه و رژیم درمانی";"چه غذاهايی برای سرماخوردگی مفيد و چه غذاهایی مضر هستند؟";"تغذیه";;;"0";;"نظر";;;"0";
"1194";"طب ائمه علیهم السلام";"بهترين روغن‌ها برای مالیدن به بدن كدام است؟";;;;"1";;"توضیح";;;"0";
"1195";"مسائل متفرقه زنان";"اهمیت تحصیل برای خانم‌ها چقدر است و در شرایط مختلف آیا باید خانواده در اولویت قرار گیرد یا تحصیل؟";"تحصیل";;;"0";;"توضیح";;;"0";
"1196";"حجاب و عفاف";"آیا مانتوی بلند و مقنعه می تواند به اندازه چادر، حجاب برتر باشد؟";"مذهبی";;;"0";;"بله/خیر";;;"0";
"1197";"رذائل اخلاقی";"آيا شخصي كه مرتكب گناه تهمت شده است، مي تواند توبه كند؟ آيا گناه او بخشيده مي شود؟";"مذهبی";;;"0";;"بله/خیر";;;"0";
"1198";"دستورالعمل ها";"آیا ذکر یونسیه نیاز به اجازه استاد سلوک دارد؟";;;;"1";;"بله/خیر";;;"0";
"1199";"دستورالعمل ها";"برای پیدا کردن شغل و کار، چه دعایی خوب است ؟";"مذهبی";;;"0";;"پیشنهاد";;;"0";
"1200";"انواع آبگوشت";"مواد لازم و طرز تهیه اشکنه را توضیح دهید.";"تغذیه";;;"0";;"لیست";;;"0";
"1201";"دانستنی های آشپزی";"برای تهیه آش و آبگوشت چه نکاتی را باید رعایت کنیم؟";"تغذیه";;;"0";;"پیشنهاد";;;"0";
"1202";"دانستنی های ورزشی";"بهترین جنس لباس ورزشی چیست؟";"ورزش";;;"0";;"نظر";;;"0";
"1203";"دانستنی های ورزشی";"مناسب ترین مدل برای لباس ورزشی چیست؟";"ورزش";;;"0";;"پیشنهاد";;;"0";
"1204";"تغذیه ورزشی";"آیا تغذیه قبل از مسابقات برای همه ورزشکاران یکسان است؟";"تغذیه";"ورزش";;"0";;"بله/خیر";;;"0";
"1205";"تغذیه ورزشی";"نقش کلسیم در بدن و میزان مورد نیاز آن در ورزشکاران زن و مرد چقدر است ؟";"تغذیه";"ورزش";;"0";;"توضیح";;;"0";
"1206";"تغذیه ورزشی";"مي گويند موز براي کساني که ورزش مي کنند خوب است؛ چرا؟";"تغذیه";"ورزش";;"0";;"بله/خیر";"دلیل";;"0";
"1207";"پرورش اندام";"میزان مطلوب کاهش وزن در هر هفته برای یک ورزشکار چه میزان است؟";"ورزش";;;"0";;"توضیح";;;"0";
"1208";"کامپیوتر و فناوری اطلاعات";"چند روز پيش در يک سايت خبري درباره عرضه يک مانيتور 10 بيتي خواندم، اين نوع مانيتور چه خصوصيت ويژه اي دارد؟";"کامپیوتر/موبایل";;;"0";;"توضیح";;;"0";
"1209";"کامپیوتر و فناوری اطلاعات";"در مورد خريد هاردهاي اکسترنال، کدام مدل و اينترفيس از سرعت بالاتري برخوردار است؟";"کامپیوتر/موبایل";;;"0";;"توضیح";;;"0";
"1210";"کامپیوتر و فناوری اطلاعات";"چرا وقتي سيستم را با ويندوز پارتيشن بندي مي کنم هميشه 8 مگابايت فضا در پايان اضافه مي ماند و به هيچ درايوي اضافه نمي شود؟ البته با استفاده از پارتيشن مجيک مي توانم اين فضا را به پارتيشن قبلي اضافه کنم.";"کامپیوتر/موبایل";;;"0";;"نظر";;;"0";
"1211";"کامپیوتر و فناوری اطلاعات";"يک کارت گرافيک GTX 295 دارم که به خوبي نيازهاي پردازشي من را برآورده مي کند. اما چند روز پيش از يکي ازدوستان شنيدم که اين کارت گرافيک از فناوري 3D Vision Surround که امکان نمايش تصوير را درسه مانيتور فراهم مي کند نيز پشتيباني مي کند. لطفاً کمي در مورد اين فناوري و چگونگي راه اندازي آن توضيح دهيد؟";"کامپیوتر/موبایل";;;"0";;"توضیح";;;"0";
"1212";"زبان";"چگونه زبان انگلیسی را بدون کلاس زبان یاد بگیریم؟";"تحصیل";;;"0";;"توضیح";;;"0";
"1213";"راهنمایی یاد گیری زبان انگلیسی از پایه ";"ببخشیید من میخوام زبان انگلیسی از پایه تا بتونم یه مقاله ای رو ترجمه کنم هم مکالمه ام خوب باشه و هم نوشتنم و هم ترجمه ام یاد بگیرم من نه تلفظ بلدم و نه معنی لغت و نه گرامر زبان انگلیسیم در حد صفر هستش من چطوری میتونم زبان انگلیسی یاد بگیرم من نمی تونم کلاس زبان برم چون وضعیت مالیم خوب نیست برای یاد گیر اش خودم میخوام بخونم از کدوم منابع استفاده کنم و طوری این منابع رو بخونم منظورم طرز استفاده شون هستش کتاب Notch خوب هستش یا نه و........... باتشکر بابت راهنماییهاتو";"تحصیل";;;"0";;"توضیح";;;"0";
"1214";;"دانشجوی رشته زبان انگلیسی هستم ولی متاسفانه آنطورکه باید وشاید موفق نشدم مکالمه ام راتقویت کنم ومباحث گرامری را نیز از یاد برده ام. چه راه حلی پیشنهاد می کنید؟";"تحصیل";;;"0";;"پیشنهاد";;;"0";
"1215";;"مدت زیادی است که به تدریس زبان انگلیسی اشتغال دارم باآنکه تسلط به مباحث آواشناسی نیز دارم ولی احساس می کنم لهجه ام جذابیتی ندارد.استاد راهنمایی بفرمایید چه باید بکنم؟";"تحصیل";;;"0";;"توضیح";;;"0";
"1216";;"چگونه دایره لغت خود را افزایش دهیم وبخاطر سپاری لغات برای ما جذاب باشد؟";"تحصیل";;;"0";;"توضیح";;;"0";
"1217";"زبان انگلیسی";"برای خوندن کتاب 504 چه قسمت هایی رو باید یاد بگیرم؟";"تحصیل";;;"0";;"نظر";;;"0";
"1218";"رفع اشکال زبان انگلیسی";"سلام نمیدونم این جا میشه سوالمو بپرسم یا نه. اگه نه بگید که پاکش کنم. من دانشجوی ادبیات انگلیسیم زبانم خوبه ولی میخام لیسنینگ و اسپیکینگمو تقویت کنم!";"تحصیل";;;"0";;"توضیح";;;"0";
"1219";"مسائل مرتبط با آموزش زبان انگلیسی";"من چیکار کنم تا در زمینه ی listening قوی بشم ؟";"تحصیل";;;"0";;"توضیح";;;"0";
"1220";"کسی در مورد یادگیری اصولی زبان انگلیسی تجربه داره؟...";"با سلام خدمت دوستان.سوال من در مورد یادگیری زبان انگلیسی هستش. کسی میدونه بهترین راه برای یادگیری زبان انگلیسی چی هستش؟ اگر کسی نرم افزاری میشناسه یا تجربه داره در مورد یادگیری زبان انگلیسی یا حتی زبان های دیگه لطفا بگه که همه استفاده کنیم.. اگه خودآموز باشه و خودمون بتونیم یاد بگیریم که چه بهتر. خود استاد هم که آمریکا هستن حتما باید زبان رو مسلط باشن ، اگه تجربه ای در  یادگیری زبان دارن بگن که استفاده کنیم.. جایی خوندم که برای مطالعه قرآن از نرم افزار جامع تفاسیر نور استفاده می کنن. اگر تو زبان ه";"تحصیل";;;"0";;"بله/خیر";;;"0";
