;term;TF-IDF;num_q;f_in_q
1845;حین;825.223687759;7.0;[[529, 1], [1373, 2], [2297, 1], [2378, 1], [2500, 1], [2628, 1], [2668, 1]]
1846;نیاز;3466.02520477;45.0;[[529, 1], [577, 1], [704, 1], [706, 1], [777, 1], [780, 1], [781, 1], [897, 1], [899, 1], [1084, 1], [1126, 1], [1197, 1], [1204, 1], [1279, 1], [1280, 1], [1288, 1], [1396, 1], [1469, 1], [1480, 1], [1485, 1], [1506, 4], [1533, 1], [1552, 1], [1621, 1], [1682, 1], [1690, 1], [1781, 1], [1832, 1], [1885, 1], [2000, 1], [2041, 1], [2171, 1], [2173, 1], [2217, 1], [2223, 1], [2231, 2], [2352, 1], [2359, 1], [2373, 1], [2374, 1], [2639, 1], [2654, 1], [2724, 1], [2726, 1], [2785, 1]]
1847;تمدید;476.230067864;4.0;[[529, 1], [531, 1], [1502, 1], [2625, 1]]
1848;یاتجدید;166.803637634;1.0;[[529, 1]]
1849;سنی;969.777061005;7.0;[[530, 1], [1148, 1], [1242, 1], [1453, 1], [1848, 2], [1944, 1], [1967, 1]]
1850;تعویض;1713.26845018;9.0;[[531, 1], [731, 1], [1012, 1], [2197, 1], [2512, 1], [2513, 1], [2514, 1], [2515, 1], [2740, 1]]
1851;کفن;906.897181941;4.0;[[532, 1], [533, 1], [534, 1], [535, 1]]
1852;دفن;806.498927984;5.0;[[532, 1], [533, 1], [534, 1], [1747, 1], [2562, 1]]
1853;کنندگان;283.566183977;1.0;[[533, 1]]
1854;ودفن;283.566183977;1.0;[[535, 1]]
1855;خدمت;1410.28831175;38.0;[[537, 1], [538, 1], [539, 1], [989, 1], [1149, 1], [1219, 1], [1247, 1], [1262, 1], [1263, 1], [1283, 1], [1290, 1], [1295, 1], [1320, 1], [1346, 1], [1373, 2], [1395, 1], [1492, 1], [1505, 1], [1534, 1], [1542, 2], [1567, 1], [1607, 1], [1610, 1], [1627, 1], [1635, 1], [1657, 1], [1664, 1], [1826, 1], [1831, 1], [1840, 1], [1841, 1], [1842, 2], [1858, 1], [1862, 1], [1881, 1], [1895, 1], [2044, 1], [2113, 1]]
1856;وظیفه;774.716321232;11.0;[[537, 1], [539, 1], [586, 1], [1524, 1], [1542, 1], [1737, 1], [1738, 1], [1745, 1], [1751, 1], [1755, 1], [1761, 1]]
1857;جزو;454.682406127;3.0;[[537, 1], [538, 1], [2083, 1]]
1858;سربازی;358.526713583;5.0;[[538, 1], [1373, 1], [1842, 1], [1848, 1], [2044, 1]]
1859;متعلق;345.085488588;3.0;[[539, 1], [1545, 1], [2722, 1]]
1860;مبنایی;218.127833828;1.0;[[539, 1]]
1861;اشتغال;343.487297695;3.0;[[540, 1], [1214, 1], [2624, 1]]
1862;٣١;118.152576657;1.0;[[540, 1]]
1863;٣٠;118.152576657;1.0;[[540, 1]]
1864;ازنام;283.566183977;1.0;[[541, 1]]
1865;درصفحه;283.566183977;1.0;[[541, 1]]
1866;سابقا;118.152576657;1.0;[[542, 1]]
1867;اقذام;118.152576657;1.0;[[542, 1]]
1868;کردم;2389.37770294;95.0;[[542, 1], [544, 1], [722, 1], [742, 1], [912, 1], [935, 1], [940, 1], [943, 2], [982, 1], [1010, 1], [1013, 1], [1014, 1], [1016, 2], [1025, 1], [1031, 1], [1049, 1], [1074, 1], [1075, 1], [1080, 1], [1126, 2], [1220, 2], [1224, 1], [1226, 1], [1227, 1], [1230, 1], [1249, 1], [1281, 1], [1302, 1], [1312, 1], [1320, 1], [1329, 1], [1344, 1], [1367, 1], [1368, 1], [1369, 1], [1403, 1], [1480, 1], [1489, 1], [1500, 1], [1503, 1], [1504, 1], [1506, 2], [1513, 1], [1517, 1], [1525, 1], [1534, 1], [1540, 1], [1541, 1], [1544, 1], [1559, 1], [1560, 1], [1570, 1], [1576, 1], [1589, 1], [1596, 1], [1600, 1], [1603, 1], [1606, 1], [1607, 2], [1619, 1], [1639, 1], [1645, 2], [1649, 1], [1653, 1], [1657, 1], [1663, 1], [1668, 3], [1670, 1], [1674, 1], [1676, 1], [1679, 1], [1685, 1], [1697, 1], [1715, 1], [1720, 1], [1725, 1], [1727, 1], [1767, 1], [1784, 1], [1826, 1], [1827, 1], [1831, 1], [1844, 2], [1847, 1], [1851, 1], [1855, 1], [1860, 1], [1865, 3], [1867, 1], [1870, 1], [1895, 1], [2017, 1], [2189, 1], [2568, 1], [2573, 1]]
1869;اکنون;263.900142471;7.0;[[542, 1], [1348, 1], [1476, 1], [1530, 1], [1564, 1], [1609, 1], [1636, 1]]
1870;بدلیل;174.1534656;3.0;[[542, 1], [1279, 1], [1302, 1]]
1871;هیچ;1400.61737575;38.0;[[542, 1], [581, 1], [904, 1], [1017, 1], [1039, 1], [1060, 1], [1226, 2], [1230, 1], [1268, 1], [1279, 1], [1328, 1], [1379, 1], [1506, 2], [1509, 1], [1520, 1], [1540, 1], [1541, 1], [1548, 1], [1638, 1], [1646, 1], [1660, 1], [1670, 1], [1681, 1], [1685, 1], [1700, 1], [1701, 1], [1705, 1], [1716, 1], [1784, 1], [1811, 1], [1851, 1], [1853, 2], [1857, 1], [1861, 1], [2271, 1], [2614, 1], [2699, 1], [2700, 1]]
1872;پاسخگو;183.952461103;2.0;[[542, 1], [2495, 1]]
1873;نیست;2144.72257137;36.0;[[542, 1], [729, 1], [940, 1], [1017, 2], [1021, 1], [1024, 1], [1048, 1], [1098, 1], [1123, 1], [1212, 1], [1259, 1], [1282, 1], [1321, 1], [1413, 1], [1425, 1], [1506, 2], [1546, 1], [1613, 1], [1650, 1], [1670, 1], [1762, 1], [1774, 1], [1829, 1], [1838, 1], [1851, 1], [1860, 1], [1863, 1], [1940, 1], [2019, 1], [2083, 1], [2097, 1], [2310, 1], [2327, 1], [2347, 1], [2589, 1], [2709, 1]]
1874;قسمت;612.227107297;11.0;[[543, 1], [1027, 1], [1216, 1], [1542, 1], [1558, 1], [1613, 1], [1727, 1], [1805, 1], [1875, 1], [1877, 1], [1899, 1]]
1875;سایت;2655.61294602;31.0;[[543, 1], [564, 1], [693, 1], [706, 1], [707, 1], [711, 1], [718, 1], [732, 1], [743, 1], [1012, 1], [1017, 1], [1368, 3], [1575, 1], [1606, 1], [1767, 1], [1775, 1], [1796, 1], [1797, 1], [1802, 1], [1848, 1], [1849, 1], [1853, 1], [1873, 1], [2160, 1], [2173, 1], [2174, 1], [2178, 1], [2185, 1], [2198, 1], [2208, 1], [2242, 1]]
1876; اعتراض;189.044122651;1.0;[[543, 1]]
1877;درسایت;118.152576657;1.0;[[544, 1]]
1878;اس;613.47433007;6.0;[[544, 2], [1253, 1], [1310, 1], [1581, 1], [1650, 1], [2323, 2]]
1879;برایم;515.679942186;10.0;[[544, 1], [1018, 1], [1027, 1], [1300, 1], [1428, 1], [1502, 1], [1636, 1], [1715, 1], [2041, 1], [2323, 1]]
1880;آمده;509.088956927;10.0;[[544, 1], [951, 1], [958, 1], [1408, 1], [1469, 1], [1540, 1], [1541, 1], [1638, 1], [1775, 1], [1832, 1]]
1881;ولی;4008.00775056;145.0;[[544, 1], [548, 1], [715, 1], [742, 1], [904, 1], [908, 1], [912, 1], [918, 1], [935, 2], [940, 1], [985, 1], [1013, 1], [1014, 1], [1016, 3], [1017, 1], [1026, 1], [1033, 1], [1047, 1], [1048, 1], [1049, 1], [1058, 1], [1084, 1], [1100, 1], [1102, 1], [1111, 1], [1121, 1], [1122, 1], [1128, 1], [1130, 1], [1213, 1], [1214, 1], [1217, 1], [1224, 2], [1226, 2], [1227, 1], [1229, 1], [1230, 1], [1231, 3], [1234, 1], [1240, 1], [1279, 1], [1281, 1], [1285, 1], [1287, 1], [1290, 1], [1296, 1], [1307, 1], [1310, 1], [1318, 1], [1320, 2], [1329, 1], [1332, 1], [1337, 1], [1340, 1], [1344, 2], [1345, 1], [1346, 1], [1347, 1], [1358, 2], [1367, 1], [1369, 1], [1372, 1], [1379, 1], [1397, 1], [1403, 2], [1417, 1], [1438, 1], [1469, 1], [1492, 1], [1493, 1], [1497, 1], [1501, 1], [1503, 1], [1508, 2], [1526, 1], [1531, 2], [1546, 1], [1558, 1], [1562, 1], [1564, 1], [1567, 1], [1569, 1], [1589, 1], [1592, 1], [1593, 1], [1596, 2], [1608, 2], [1612, 1], [1615, 1], [1625, 1], [1631, 1], [1638, 2], [1641, 1], [1650, 1], [1653, 1], [1668, 1], [1676, 2], [1679, 1], [1695, 2], [1697, 1], [1699, 1], [1701, 2], [1706, 1], [1719, 1], [1721, 1], [1725, 1], [1726, 1], [1755, 1], [1767, 1], [1769, 1], [1784, 1], [1790, 1], [1793, 2], [1806, 1], [1826, 2], [1827, 1], [1829, 3], [1831, 2], [1833, 1], [1836, 2], [1838, 1], [1842, 1], [1843, 1], [1860, 1], [1867, 1], [1881, 3], [1884, 1], [1885, 1], [1888, 1], [1899, 2], [2039, 1], [2083, 1], [2182, 1], [2391, 1], [2443, 1], [2526, 1], [2530, 1], [2597, 1], [2614, 1], [2621, 1], [2696, 1], [2698, 1], [2699, 1], [2709, 1], [2718, 1]]
1882;واردشوم;118.152576657;1.0;[[544, 1]]
1883;راهنمایی;2344.54817431;78.0;[[544, 1], [941, 1], [1014, 1], [1025, 1], [1034, 1], [1058, 1], [1070, 2], [1072, 1], [1085, 1], [1122, 1], [1173, 1], [1214, 1], [1227, 1], [1229, 1], [1247, 1], [1259, 1], [1262, 1], [1264, 1], [1278, 1], [1281, 1], [1300, 1], [1312, 1], [1320, 2], [1344, 1], [1347, 1], [1367, 1], [1395, 1], [1398, 1], [1404, 1], [1417, 1], [1426, 1], [1430, 1], [1436, 1], [1461, 1], [1493, 1], [1518, 1], [1520, 1], [1526, 1], [1531, 1], [1538, 1], [1547, 1], [1552, 1], [1555, 1], [1564, 1], [1566, 1], [1587, 1], [1600, 1], [1603, 1], [1618, 1], [1625, 1], [1641, 1], [1648, 1], [1698, 1], [1715, 1], [1719, 1], [1767, 2], [1779, 1], [1784, 1], [1785, 1], [1811, 1], [1826, 1], [1827, 1], [1831, 1], [1835, 1], [1839, 1], [1841, 1], [1842, 1], [1844, 1], [1851, 1], [1854, 1], [1863, 1], [1865, 1], [1869, 1], [1870, 1], [1875, 1], [1884, 1], [1888, 1], [2055, 1]]
1884;وچطور;315.073537752;1.0;[[545, 1]]
1885;دریافتی;258.802083207;2.0;[[546, 1], [1511, 1]]
1886;شدگان;579.467466475;3.0;[[546, 1], [560, 2], [2247, 1]]
1887;کسر;636.759511576;5.0;[[546, 1], [584, 1], [587, 1], [840, 1], [841, 1]]
1888;براساس;177.327353308;2.0;[[547, 1], [1151, 1]]
1889;ساعتی;141.783091988;1.0;[[547, 1]]
1890;کارمی;141.783091988;1.0;[[547, 1]]
1891;کنند;3461.40157758;45.0;[[547, 1], [877, 1], [916, 1], [1091, 1], [1108, 1], [1160, 1], [1161, 1], [1163, 1], [1205, 1], [1413, 1], [1434, 1], [1453, 1], [1478, 1], [1505, 1], [1509, 1], [1525, 1], [1542, 1], [1720, 1], [1747, 1], [1782, 1], [1833, 1], [1999, 2], [2001, 1], [2008, 1], [2044, 1], [2095, 1], [2118, 1], [2123, 1], [2139, 1], [2241, 1], [2243, 1], [2245, 1], [2249, 1], [2289, 1], [2351, 1], [2352, 1], [2358, 1], [2474, 1], [2500, 1], [2590, 1], [2628, 1], [2633, 1], [2651, 1], [2777, 2], [2778, 1]]
1892; هم;141.783091988;1.0;[[547, 1]]
1893;مدتی;1578.91718718;27.0;[[548, 1], [727, 1], [930, 1], [961, 2], [1104, 1], [1112, 1], [1268, 1], [1308, 1], [1479, 1], [1529, 1], [1540, 1], [1541, 1], [1601, 1], [1636, 1], [1649, 1], [1697, 2], [1698, 1], [1748, 1], [1851, 1], [1865, 1], [2095, 1], [2194, 1], [2301, 1], [2449, 1], [2573, 1], [2673, 1], [2755, 1]]
1894;هنوز;937.385723089;18.0;[[548, 1], [692, 1], [912, 1], [958, 1], [959, 1], [961, 1], [1049, 1], [1227, 1], [1248, 1], [1310, 1], [1497, 2], [1508, 1], [1641, 1], [1705, 1], [2101, 1], [2159, 1], [2232, 1], [2523, 1]]
1895;چکار;2504.84102028;36.0;[[548, 1], [730, 1], [815, 1], [908, 1], [918, 1], [1015, 1], [1100, 1], [1315, 1], [1320, 1], [1346, 1], [1371, 1], [1426, 1], [1433, 1], [1435, 1], [1489, 1], [1578, 2], [1605, 1], [1612, 1], [1649, 1], [1678, 1], [1679, 2], [1778, 1], [1780, 1], [1788, 1], [1802, 1], [1838, 1], [1853, 1], [1884, 1], [1888, 1], [2039, 1], [2196, 1], [2310, 1], [2319, 1], [2377, 1], [2378, 1], [2649, 1]]
1896;دقیق;631.6303056;6.0;[[549, 1], [1367, 1], [1508, 1], [1681, 1], [1939, 1], [2310, 1]]
1897;آخرین;366.819986671;7.0;[[549, 1], [554, 1], [1564, 1], [1600, 1], [1652, 1], [1656, 1], [1811, 1]]
1898;کارکرد;564.477799355;4.0;[[549, 1], [583, 1], [1261, 1], [2522, 1]]
1899;بایداعلام;166.803637634;1.0;[[549, 1]]
1900;مدیران;315.207665444;2.0;[[550, 1], [2244, 1]]
1901;شرکتهای;284.397893634;2.0;[[550, 1], [2243, 2]]
1902;تعاونی;331.497154244;3.0;[[550, 1], [655, 1], [1733, 1]]
1903;کامل;1254.87989416;20.0;[[550, 1], [943, 1], [1027, 1], [1074, 1], [1320, 1], [1476, 1], [1516, 1], [1531, 1], [1555, 2], [1606, 1], [1626, 1], [1683, 1], [1719, 1], [1786, 1], [2082, 1], [2251, 1], [2279, 1], [2311, 1], [2312, 1], [2569, 1]]
1904;سی;503.755428513;9.0;[[550, 1], [989, 1], [1084, 1], [1112, 1], [1243, 1], [1577, 1], [1862, 1], [1870, 1], [2707, 1]]
1905;درصد;741.254034436;7.0;[[550, 1], [559, 1], [680, 1], [1150, 1], [1496, 1], [1543, 1], [1553, 1]]
1906;دارای;1606.62525738;21.0;[[550, 1], [591, 1], [649, 1], [657, 1], [663, 1], [907, 1], [940, 1], [1101, 1], [1111, 1], [1405, 1], [1418, 1], [1606, 1], [1628, 1], [1656, 1], [1743, 1], [1748, 1], [1759, 4], [1910, 1], [1926, 1], [2372, 1], [2741, 1]]
1907;٢٥;109.063916914;1.0;[[550, 1]]
1908;مدنظر;175.940012706;2.0;[[551, 1], [1843, 1]]
1909;وردست;118.152576657;1.0;[[551, 1]]
1910;نانوایی;118.152576657;1.0;[[551, 1]]
1911;همان;1006.48788581;21.0;[[551, 1], [735, 1], [793, 1], [943, 1], [1069, 1], [1172, 1], [1268, 1], [1300, 1], [1320, 1], [1363, 1], [1454, 1], [1515, 1], [1558, 1], [1676, 1], [1682, 1], [1689, 1], [1700, 1], [1785, 1], [2201, 1], [2285, 1], [2411, 1]]
1912;شغل;1026.31202527;14.0;[[551, 1], [938, 1], [939, 1], [940, 1], [1107, 1], [1108, 1], [1111, 1], [1198, 1], [1350, 1], [1555, 2], [1560, 1], [1842, 1], [2501, 1], [2502, 1]]
1913;١٥;118.152576657;1.0;[[551, 1]]
1914;یکی;1728.2130549;47.0;[[551, 1], [935, 1], [976, 1], [1025, 1], [1055, 1], [1060, 2], [1061, 1], [1069, 1], [1075, 1], [1116, 1], [1220, 2], [1224, 1], [1226, 1], [1234, 1], [1240, 3], [1249, 1], [1281, 1], [1393, 3], [1492, 1], [1509, 1], [1525, 2], [1530, 1], [1533, 1], [1538, 1], [1542, 1], [1543, 1], [1546, 1], [1558, 1], [1638, 1], [1657, 1], [1680, 2], [1685, 1], [1727, 1], [1737, 1], [1818, 1], [1820, 1], [1837, 2], [1844, 1], [2032, 1], [2327, 1], [2391, 1], [2526, 1], [2577, 1], [2668, 1], [2681, 1], [2697, 1], [2718, 1]]
1915;بخشنامه;444.063295885;4.0;[[552, 1], [555, 1], [585, 1], [1151, 1]]
1916;درآمد;996.243796074;7.0;[[552, 1], [555, 1], [615, 1], [940, 1], [1111, 2], [1406, 1], [1555, 1]]
1917;١٤;531.225328687;2.0;[[552, 2], [590, 2]]
1918;٧;149.245359988;1.0;[[552, 1]]
1919;٩;149.245359988;1.0;[[552, 1]]
1920;مهندسین;149.245359988;1.0;[[552, 1]]
1921;مشاور;317.942940233;6.0;[[552, 1], [1295, 1], [1505, 1], [1567, 1], [1840, 1], [1842, 1]]
1922;نیز;1546.37850836;30.0;[[552, 1], [826, 1], [904, 1], [1027, 1], [1105, 1], [1156, 1], [1213, 1], [1214, 1], [1352, 2], [1358, 1], [1376, 1], [1379, 1], [1504, 2], [1506, 1], [1507, 2], [1538, 1], [1558, 2], [1656, 1], [1745, 1], [1757, 1], [1761, 1], [1851, 1], [1875, 1], [2102, 1], [2247, 1], [2280, 1], [2285, 2], [2290, 1], [2627, 1], [2646, 1]]
1923;هست;4396.13309065;122.0;[[552, 1], [915, 1], [920, 1], [926, 2], [938, 1], [978, 1], [979, 2], [985, 1], [1013, 1], [1018, 1], [1023, 2], [1025, 1], [1027, 1], [1030, 2], [1031, 1], [1032, 1], [1049, 1], [1060, 2], [1070, 1], [1075, 1], [1078, 1], [1097, 1], [1106, 1], [1121, 1], [1225, 1], [1228, 1], [1240, 1], [1251, 1], [1262, 1], [1282, 1], [1288, 2], [1297, 1], [1311, 2], [1316, 1], [1327, 1], [1330, 1], [1351, 1], [1353, 1], [1361, 1], [1363, 2], [1367, 1], [1375, 1], [1377, 1], [1394, 1], [1395, 1], [1399, 3], [1404, 1], [1414, 1], [1419, 1], [1421, 1], [1458, 1], [1485, 1], [1494, 1], [1500, 1], [1505, 1], [1506, 2], [1509, 1], [1516, 1], [1518, 1], [1522, 1], [1524, 1], [1528, 2], [1529, 1], [1534, 1], [1537, 1], [1549, 2], [1556, 1], [1567, 1], [1593, 1], [1597, 1], [1600, 1], [1611, 1], [1619, 1], [1625, 1], [1638, 5], [1639, 2], [1642, 1], [1646, 2], [1649, 1], [1650, 1], [1654, 1], [1657, 1], [1660, 1], [1667, 1], [1671, 1], [1678, 2], [1679, 2], [1682, 1], [1688, 1], [1727, 1], [1768, 1], [1773, 1], [1787, 1], [1805, 2], [1823, 1], [1824, 3], [1826, 1], [1829, 1], [1831, 1], [1842, 2], [1853, 1], [1859, 1], [1860, 2], [1863, 1], [1873, 1], [1877, 2], [1886, 1], [1952, 1], [1955, 1], [1971, 1], [2040, 1], [2059, 1], [2067, 1], [2101, 2], [2215, 1], [2358, 1], [2528, 1], [2540, 1], [2577, 2], [2591, 1], [2698, 1], [2701, 1]]
1924;یاخیر;149.245359988;1.0;[[552, 1]]
1925;کارگاه;824.909879404;7.0;[[553, 1], [562, 1], [591, 3], [2093, 1], [2576, 1], [2630, 1], [2634, 1]]
1926;چاپخانه;283.566183977;1.0;[[553, 1]]
1927;ملخی;283.566183977;1.0;[[553, 1]]
1928;ادعای;161.909416669;2.0;[[554, 1], [2614, 1]]
1929;ماهانه;106.387382192;2.0;[[554, 1], [1650, 1]]
1930;مزایا;227.263478085;2.0;[[554, 1], [1945, 1]]
1931;٩٩;218.127833828;1.0;[[555, 1]]
1932;احتمالا;316.600607133;3.0;[[555, 1], [1037, 1], [1828, 1]]
1933;مصوب;218.127833828;1.0;[[555, 1]]
1934;٥٨;218.127833828;1.0;[[555, 1]]
1935;الان;1881.18246108;60.0;[[556, 1], [795, 1], [926, 1], [927, 1], [934, 1], [939, 1], [947, 1], [970, 1], [1027, 1], [1075, 1], [1078, 1], [1112, 1], [1119, 1], [1130, 1], [1182, 1], [1240, 1], [1252, 1], [1287, 1], [1289, 3], [1296, 1], [1305, 1], [1306, 1], [1316, 1], [1320, 1], [1328, 1], [1362, 1], [1366, 1], [1395, 1], [1404, 1], [1422, 1], [1508, 1], [1514, 2], [1529, 1], [1540, 1], [1541, 1], [1570, 1], [1608, 2], [1639, 1], [1650, 1], [1655, 1], [1656, 1], [1668, 1], [1669, 2], [1670, 2], [1685, 1], [1692, 1], [1701, 1], [1727, 1], [1774, 1], [1806, 1], [1823, 1], [1824, 3], [1839, 1], [1842, 1], [1847, 1], [1848, 1], [1881, 1], [1899, 1], [2096, 1], [2529, 1]]
1936;بگیریم;1388.91577738;17.0;[[556, 1], [1129, 1], [1211, 1], [1219, 1], [1288, 1], [1516, 1], [1548, 1], [1550, 1], [1607, 1], [1821, 1], [1859, 1], [1864, 2], [2052, 1], [2282, 1], [2386, 1], [2452, 1], [2616, 2]]
1937;حداکثر;616.052946524;5.0;[[557, 1], [672, 1], [1559, 1], [1992, 1], [2732, 2]]
1938;پردازی;420.553385211;2.0;[[557, 1], [2663, 1]]
1939;٩٥;177.228864986;1.0;[[557, 1]]
1940;برابر;1074.8641079;10.0;[[557, 1], [1093, 1], [1119, 1], [1170, 1], [1179, 1], [1266, 1], [1506, 3], [2068, 1], [2756, 1], [2759, 1]]
1941;دستمزدروزانه;283.566183977;1.0;[[558, 1]]
1942;پیتزا;908.105689526;6.0;[[558, 1], [1775, 1], [1779, 1], [1799, 1], [2429, 1], [2472, 1]]
1943;فروشی;577.243032438;4.0;[[558, 1], [975, 1], [2355, 1], [2551, 1]]
1944;وفست;283.566183977;1.0;[[558, 1]]
1945;فود;283.566183977;1.0;[[558, 1]]
1946;فرمول;388.20312481;2.0;[[559, 1], [1091, 2]]
1947;٤;189.044122651;1.0;[[559, 1]]
1948;زیان;802.978964695;5.0;[[559, 1], [657, 1], [1327, 1], [1577, 1], [2341, 1]]
1949;اور;189.044122651;1.0;[[559, 1]]
1950;مثال;348.348916285;6.0;[[559, 1], [1306, 1], [1549, 1], [1577, 1], [1824, 1], [2337, 1]]
1951;توضیح;2219.01963205;23.0;[[559, 1], [984, 1], [1199, 1], [1370, 1], [1451, 1], [1516, 1], [1537, 1], [1545, 1], [1610, 1], [1627, 1], [1707, 1], [1777, 1], [1786, 1], [1791, 1], [1803, 1], [1826, 1], [1831, 1], [1864, 1], [1875, 1], [2380, 1], [2408, 1], [2767, 1], [2768, 1]]
1952;دهید;2590.75867666;24.0;[[559, 1], [826, 1], [935, 1], [1199, 1], [1245, 1], [1273, 1], [1290, 1], [1291, 1], [1343, 1], [1406, 1], [1451, 1], [1537, 1], [1610, 1], [1627, 1], [1707, 1], [1805, 1], [1807, 1], [1875, 1], [2380, 1], [2408, 1], [2678, 1], [2681, 1], [2767, 1], [2768, 1]]
1953;درموعد;109.063916914;1.0;[[560, 1]]
1954;مقرر;368.213329418;4.0;[[560, 1], [2245, 1], [2289, 1], [2496, 1]]
1955;روشهایی;270.505719485;3.0;[[560, 1], [1033, 1], [1626, 1]]
1956;میتوان;1351.17564577;15.0;[[560, 1], [583, 1], [813, 1], [896, 1], [1260, 1], [1261, 1], [1262, 1], [1477, 1], [1485, 1], [1539, 1], [1697, 1], [1846, 1], [1878, 2], [1893, 2], [2114, 2]]
1957;فیش;315.073537752;1.0;[[561, 1]]
1958;واریزی;315.073537752;1.0;[[561, 1]]
1959;صورتیکه;410.694737636;6.0;[[562, 1], [1039, 1], [1540, 1], [1541, 1], [1697, 1], [2328, 1]]
1960;١;300.419348897;4.0;[[562, 1], [1030, 1], [1830, 1], [1845, 1]]
1961;جریمه;275.523382675;3.0;[[562, 1], [2020, 1], [2110, 1]]
1962;مسکن;175.645104191;2.0;[[563, 1], [1152, 1]]
1963;وزیر;123.289645207;1.0;[[563, 1]]
1964;رفاه;123.289645207;1.0;[[563, 1]]
1965;کردند;179.646848595;3.0;[[563, 1], [1161, 1], [1525, 1]]
1966;کی;361.478407081;6.0;[[563, 1], [1363, 1], [1821, 1], [1826, 1], [1831, 1], [2646, 1]]
1967;بایستی;513.417708251;3.0;[[563, 1], [576, 1], [1486, 1]]
1968;دستوربیمه;123.289645207;1.0;[[563, 1]]
1969;درخصوص;479.400111667;3.0;[[564, 1], [1153, 1], [1880, 1]]
1970;حکم;1546.58283284;17.0;[[564, 1], [1000, 1], [1102, 1], [1154, 1], [1504, 1], [1514, 2], [1515, 1], [1526, 5], [1528, 2], [1530, 1], [1532, 1], [1730, 1], [1757, 1], [1762, 2], [2107, 1], [2611, 1], [2668, 1]]
1971;مطالباتی;328.479567147;2.0;[[564, 1], [577, 1]]
1972;شماره٨٣٢٤٠;218.127833828;1.0;[[564, 1]]
1973;مطلع;1699.70086621;13.0;[[564, 1], [697, 1], [710, 1], [711, 1], [738, 1], [838, 1], [1505, 2], [1533, 1], [1715, 1], [2164, 1], [2177, 1], [2178, 1], [2204, 1]]
1974;بازدید;437.799391293;3.0;[[566, 1], [812, 1], [2055, 1]]
1975;بهترین;4947.05360371;42.0;[[567, 1], [807, 1], [856, 1], [988, 1], [1010, 1], [1039, 1], [1052, 1], [1081, 1], [1092, 1], [1112, 1], [1131, 1], [1139, 1], [1201, 1], [1219, 1], [1264, 1], [1283, 1], [1547, 1], [1672, 1], [1694, 1], [1699, 2], [1708, 1], [1763, 1], [1809, 1], [1812, 1], [1813, 1], [1841, 1], [1864, 1], [1872, 1], [2011, 1], [2012, 1], [2031, 1], [2064, 2], [2124, 1], [2155, 1], [2267, 1], [2318, 1], [2344, 1], [2364, 1], [2392, 1], [2447, 1], [2731, 1], [2781, 1]]
1976;عبور;337.095150395;2.0;[[568, 1], [569, 1]]
1977;کلمه;398.246035371;6.0;[[569, 1], [1549, 1], [1577, 2], [1578, 1], [1715, 1], [2523, 1]]
1978;عملیات;195.804207689;2.0;[[570, 1], [987, 1]]
1979;برگ;739.911971517;6.0;[[570, 1], [1518, 1], [1602, 2], [1806, 1], [2446, 1], [2707, 1]]
1980;پیگیری;222.394028535;2.0;[[571, 1], [1505, 1]]
1981;روش;2743.97764023;41.0;[[572, 1], [826, 1], [930, 1], [950, 1], [985, 1], [1105, 1], [1164, 1], [1166, 1], [1189, 1], [1259, 1], [1283, 1], [1346, 1], [1361, 1], [1396, 1], [1399, 1], [1428, 1], [1561, 1], [1570, 2], [1597, 1], [1643, 1], [1648, 1], [1656, 1], [1672, 1], [1676, 1], [1706, 2], [1708, 1], [1715, 1], [1716, 3], [1718, 1], [1784, 1], [1791, 1], [1826, 1], [1831, 1], [1950, 2], [2259, 1], [2271, 1], [2318, 1], [2380, 1], [2568, 1], [2570, 1], [2780, 1]]
1982;درحال;275.090326206;2.0;[[575, 1], [1858, 1]]
1983;درکارگزاریهای;257.787439979;1.0;[[575, 1]]
1984;همچنان;399.246078249;3.0;[[576, 1], [1515, 1], [1978, 1]]
1985;تشکیل;336.663188439;5.0;[[577, 1], [987, 1], [1425, 1], [1501, 1], [1611, 1]]
1986;کارگاهی;411.575886285;4.0;[[577, 1], [591, 1], [2095, 1], [2576, 1]]
1987;کارگزاریهای;328.479567147;2.0;[[577, 1], [579, 1]]
1988;مجوز;332.3254023;2.0;[[578, 1], [1531, 3]]
1989;کارگزاری;257.787439979;1.0;[[578, 1]]
1990;متقاضیان;257.787439979;1.0;[[578, 1]]
1991;تمایل;457.88060875;2.0;[[579, 1], [2029, 1]]
1992;امتیازدهی;218.127833828;1.0;[[579, 1]]
1993;سراسر;218.127833828;1.0;[[579, 1]]
1994;کشور;2249.86027704;22.0;[[579, 1], [648, 1], [832, 1], [1060, 2], [1230, 1], [1332, 1], [1413, 1], [1526, 1], [1722, 1], [1758, 2], [1761, 1], [1856, 1], [1996, 1], [2004, 1], [2016, 1], [2032, 2], [2047, 1], [2212, 1], [2214, 1], [2220, 1], [2234, 1], [2235, 1]]
1995;مهارت از;177.228864986;1.0;[[580, 1]]
1996;فنی;1385.91199414;7.0;[[580, 1], [733, 1], [766, 1], [810, 1], [1115, 1], [1527, 1], [2199, 1]]
1997;حرفه;568.95649722;6.0;[[580, 1], [940, 1], [1363, 1], [1368, 2], [1606, 1], [2477, 1]]
1998;کشور تحت;177.228864986;1.0;[[580, 1]]
1999;بیمه قرار;177.228864986;1.0;[[580, 1]]
2000;ساختمانی;91.4729625732;1.0;[[581, 1]]
